index,상호명,상권업종소분류명,시도명,시군구명,행정동명,지번주소,도로명주소,층정보,경도,위도
17418,프리티우먼,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17419,솔브,종합소매,서울특별시,강동구,천호3동,서울특별시 강동구 천호동 453-8번지 ,"서울특별시 강동구 천호대로157길 18, (천호동)",,127.1274663,37.53848451
17420,세미,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17421,형제기물,종합소매,서울특별시,중구,광희동,서울특별시 중구 인현동2가 192-3번지 ,"서울특별시 중구 퇴계로41길 45, (인현동2가)",1,126.9954258,37.56384469
17422,금사,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17423,충남기아,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동2가 192-2번지 ,"서울특별시 영등포구 영등포로49길 8, (영등포동2가)",1,126.909908,37.5196559
17424,이레컴퍼니,종합소매,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산동2가 30-2번지 ,"서울특별시 영등포구 영등포로 109, (당산동2가)",,126.8943817,37.52234085
17425,낭뜨,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17426,아이림,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 217-92번지 ,"서울특별시 중구 청계천로 318, (신당동)",3,127.0137582,37.56935146
17427,에뜨랑제,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 48-4번지 ,"서울특별시 중구 남대문시장4길 31-8, (남창동)",1,126.9775545,37.55875356
17428,더블유제이,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17429,신우정일,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동2가 292번지 ,"서울특별시 영등포구 영등포로51길 25-1, (영등포동2가)",1,126.9090816,37.52047723
17430,갤러리,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17431,써니,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17432,특호,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17433,대경사,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17434,고래면옥,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 217-91번지 ,"서울특별시 중구 청계천로 334, (신당동)",,127.0149228,37.5694603
17435,서광일렉2,종합소매,서울특별시,중구,을지로동,서울특별시 중구 산림동 207-2번지 ,"서울특별시 중구 을지로 157, (산림동)",2,126.9954383,37.5671336
17436,산호,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 51-1번지 ,"서울특별시 중구 소월로 3, (남창동)",2,126.9761879,37.55936344
17437,G9,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17438,미즈,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 48-22번지 ,"서울특별시 중구 남대문시장4길 31-6, (남창동)",1,126.9775096,37.55872614
17439,재원상회,종합소매,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동 990번지 ,"서울특별시 동대문구 고산자로40길 10, (제기동)",1,127.0391506,37.58068876
17440,호아,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17441,금강애,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",,127.006897,37.56860014
17442,은혜마트,종합소매,서울특별시,관악구,청룡동,서울특별시 관악구 봉천동 921-4번지 ,"서울특별시 관악구 청룡4길 30, (봉천동)",1,126.9445014,37.48109889
17443,URBAN빈티지,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동5가 18-1번지 ,"서울특별시 영등포구 영등포로 225, (영등포동5가)",1,126.906635,37.51991398
17444,경아,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17445,블루코코,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17446,뉴파워소닉진동기,종합소매,서울특별시,강남구,개포2동,서울특별시 강남구 개포동 186-12번지 ,"서울특별시 강남구 개포로82길 7, (개포동)",1,127.0673215,37.48874606
17447,크로바,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17448,마야,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 33-1번지 ,"서울특별시 중구 남대문시장4길 9, (남창동)",1,126.9776554,37.55965547
17449,동창사,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-48번지 ,"서울특별시 중구 청계천로 274, (을지로6가)",,127.0080294,37.5694206
17450,창조공간,종합소매,서울특별시,은평구,응암3동,서울특별시 은평구 응암동 754-1번지 ,"서울특별시 은평구 응암로4길 22, (응암동)",1,126.9177274,37.58678313
17451,아오미로,종합소매,서울특별시,동작구,사당4동,서울특별시 동작구 사당동 267-18번지 ,"서울특별시 동작구 사당로16가길 11, (사당동)",1,126.9726757,37.48288803
17452,미키,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17453,olleh신림역점,종합소매,서울특별시,관악구,서원동,서울특별시 관악구 신림동 1640-6번지 ,"서울특별시 관악구 남부순환로 1604, (신림동)",1,126.9289257,37.48392317
17454,밀코마트,종합소매,서울특별시,중구,황학동,서울특별시 중구 황학동 411번지 ,"서울특별시 중구 퇴계로87길 29-26, (황학동)",1,127.0198352,37.56690618
17455,원진코팅,종합소매,서울특별시,중구,을지로동,서울특별시 중구 주교동 298-3번지 ,"서울특별시 중구 동호로37길 27-1, (주교동)",2,127.0003128,37.56830129
17456,B.Y,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",,127.006897,37.56860014
17457,종금기업사,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5가 314-7번지 ,"서울특별시 종로구 청계천로 229, (종로5가)",,127.0030052,37.57012614
17458,티샵,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17459,고려음향,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 장사동 116-4번지 ,"서울특별시 종로구 청계천로 159, (장사동)",1,126.995217,37.5692762
17460,서랍,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17461,KBKOREA,종합소매,서울특별시,중구,을지로동,서울특별시 중구 산림동 207-2번지 ,"서울특별시 중구 을지로 157, (산림동)",2,126.9954383,37.5671336
17462,비손,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17463,지오르고,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",1,127.0133522,37.57009594
17464,동양AV㈜,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 장사동 116-4번지 ,"서울특별시 종로구 청계천로 159, (장사동)",2,126.995217,37.5692762
17465,고고씽,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-51번지 ,"서울특별시 중구 마장로1가길 17, (신당동)",4,127.0132217,37.56883338
17466,모두모아,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",5,127.0073106,37.57069404
17467,동양사,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17468,샐거클래스,종합소매,서울특별시,성북구,돈암2동,서울특별시 성북구 돈암동 609-1번지 한진아파트 ,"서울특별시 성북구 성북로4길 52, (돈암동, 한진아파트)",11,127.0126909,37.59446358
17469,흥일,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-79번지 ,"서울특별시 종로구 청계천로 295, (창신동)",,127.0106586,37.57005537
17470,조은할인마트,종합소매,서울특별시,관악구,낙성대동,서울특별시 관악구 봉천동 1612-16번지 ,"서울특별시 관악구 남부순환로230길 31, (봉천동)",1,126.9557065,37.47864848
17471,쥴리앙,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17472,티스마티,종합소매,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산동2가 30-2번지 ,"서울특별시 영등포구 영등포로 109, (당산동2가)",,126.8943817,37.52234085
17473,밀라노,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17474,태경사,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 32-1번지 ,"서울특별시 중구 남대문시장4길 3, (남창동)",2,126.9777063,37.56007039
17475,챔프,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 772번지 ,"서울특별시 중구 장충단로 282-10, (신당동)",2,127.0108175,37.56916467
17476,원진사,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 33-1번지 ,"서울특별시 중구 남대문시장4길 9, (남창동)",1,126.9776554,37.55965547
17477,체크,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",4,127.006897,37.56860014
17478,밍크,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 772번지 ,"서울특별시 중구 장충단로 282-10, (신당동)",2,127.0108175,37.56916467
17479,미조사,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동5가 20-62번지 ,"서울특별시 영등포구 영등포로 219, (영등포동5가)",1,126.9057381,37.52013094
17480,청투,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17481,화,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-51번지 ,"서울특별시 중구 마장로1가길 17, (신당동)",2,127.0132217,37.56883338
17482,국도음향,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 낙원동 288번지 ,"서울특별시 종로구 삼일대로 428, (낙원동)",,126.9876269,37.57221182
17483,효성,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17484,흥설난감,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17485,실타래,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17486,Think,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-51번지 ,"서울특별시 중구 마장로1가길 17, (신당동)",3,127.0132217,37.56883338
17487,DOROTHY,종합소매,서울특별시,강동구,천호3동,서울특별시 강동구 천호동 453-8번지 ,"서울특별시 강동구 천호대로157길 18, (천호동)",,127.1274663,37.53848451
17488,수유만물,종합소매,서울특별시,강북구,수유1동,서울특별시 강북구 수유동 54-5번지 ,"서울특별시 강북구 도봉로67길 18, (수유동)",,127.0226457,37.6307231
17489,오샤레,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17490,샤이니,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17491,네오,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17492,아츠나브르,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17493,티파니,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",3,127.006897,37.56860014
17494,청량상사,종합소매,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동 620-22번지 ,"서울특별시 동대문구 경동시장로 36-1, (제기동)",1,127.0406824,37.58219695
17495,서연찬방,종합소매,서울특별시,성북구,삼선동,서울특별시 성북구 동소문동5가 59-1번지 ,"서울특별시 성북구 동소문로18길 12-3, (동소문동5가)",1,127.0156946,37.5916594
17496,삼급상회,종합소매,서울특별시,성북구,길음1동,서울특별시 성북구 길음동 535-8번지 ,"서울특별시 성북구 동소문로 227, (길음동)",1,127.0215732,37.60277305
17497,jiji,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17498,화톳불,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 51-1번지 ,"서울특별시 중구 소월로 3, (남창동)",,126.9761879,37.55936344
17499,영진씨앗나라,종합소매,서울특별시,구로구,구로4동,서울특별시 구로구 구로동 736-89번지 ,"서울특별시 구로구 구로동로20길 6-5, (구로동)",1,126.8850296,37.488635
17500,만물상,종합소매,서울특별시,은평구,갈현1동,서울특별시 은평구 갈현동 402-35번지 ,"서울특별시 은평구 연서로29길 20-19, (갈현동)",,126.9189013,37.6199068
17501,원에디어,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 장사동 116-4번지 ,"서울특별시 종로구 청계천로 159, (장사동)",2,126.995217,37.5692762
17502,SOON,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17503,로즈,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 48-9번지 ,"서울특별시 중구 남대문시장4길 41-7, (남창동)",1,126.9774445,37.55851834
17504,메인로드,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",2,127.006897,37.56860014
17505,도라지총판,종합소매,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동 965-1번지 ,"서울특별시 동대문구 약령중앙로8길 10, (제기동)",,127.0377361,37.58151521
17506,아름드려,종합소매,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산동2가 30-2번지 ,"서울특별시 영등포구 영등포로 109, (당산동2가)",,126.8943817,37.52234085
17507,에벤에셀,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",4,127.006897,37.56860014
17508,대성리본,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17509,지수,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17510,대천,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",2,127.0133522,37.57009594
17511,길레르,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17512,벤틀리,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17513,디비즈,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17514,로빈,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",2,127.0133522,37.57009594
17515,금산건강요,종합소매,서울특별시,성북구,길음1동,서울특별시 성북구 길음동 535-8번지 ,"서울특별시 성북구 동소문로 227, (길음동)",1,127.0215732,37.60277305
17516,가르시아가,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17517,거북사,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17518,에버러브,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",3,127.0133522,37.57009594
17519,계명렉시폰,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",3,127.0133522,37.57009594
17520,ANT,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-51번지 ,"서울특별시 중구 마장로1가길 17, (신당동)",3,127.0132217,37.56883338
17521,우리집지문,종합소매,서울특별시,송파구,문정1동,서울특별시 송파구 문정동 46번지 ,"서울특별시 송파구 문정로1길 25, (문정동)",1,127.1239204,37.48851254
17522,토토팬시,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 62-5번지 ,"서울특별시 중구 퇴계로 39, (남창동)",3,126.9769201,37.55796416
17523,PLAY,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",2,127.0133522,37.57009594
17524,메종925,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17525,일리,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 777번지 ,"서울특별시 중구 마장로1길 21, (신당동)",,127.0118996,37.56866014
17526,태우사,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-48번지 ,"서울특별시 중구 청계천로 274, (을지로6가)",,127.0080294,37.5694206
17527,먼데이,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",2,127.0133522,37.57009594
17528,스타,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 48-9번지 ,"서울특별시 중구 남대문시장4길 41-7, (남창동)",1,126.9774445,37.55851834
17529,라리아네,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 32-1번지 ,"서울특별시 중구 남대문시장4길 3, (남창동)",2,126.9777063,37.56007039
17530,옷마을,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 772번지 ,"서울특별시 중구 장충단로 282-10, (신당동)",,127.0108175,37.56916467
17531,리빙&스토리,종합소매,서울특별시,마포구,아현동,서울특별시 마포구 아현동 331-21번지 ,"서울특별시 마포구 신촌로34길 6, (아현동)",,126.9543666,37.55688355
17532,카스,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",3,127.0133522,37.57009594
17533,정원설비,종합소매,서울특별시,양천구,신월7동,서울특별시 양천구 신월동 921-1번지 ,"서울특별시 양천구 지양로 82, (신월동)",2,126.8330723,37.52268805
17534,영풍,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 772번지 ,"서울특별시 중구 장충단로 282-10, (신당동)",3,127.0108175,37.56916467
17535,두발로,종합소매,서울특별시,영등포구,신길1동,서울특별시 영등포구 신길동 116-15번지 ,"서울특별시 영등포구 도신로60길 7, (신길동)",2,126.9175663,37.51105829
17536,진흥화점,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",3,127.0133522,37.57009594
17537,아일라,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",4,127.0127573,37.56885653
17538,동경실크,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17539,새늘,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17540,진성음향,종합소매,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산동2가 30-2번지 ,"서울특별시 영등포구 영등포로 109, (당산동2가)",,126.8943817,37.52234085
17541,더폴러셔코리아,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",2,127.0133522,37.57009594
17542,정은사,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17543,남이네,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17544,세린사,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-415번지 ,"서울특별시 중구 장충단로13길 34, (을지로6가)",2,127.006897,37.56860014
17545,대주텍스,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17546,리즈상사,종합소매,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산동2가 30-2번지 ,"서울특별시 영등포구 영등포로 109, (당산동2가)",,126.8943817,37.52234085
17547,동남사,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17548,삼성사,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",2,127.0127573,37.56885653
17549,뉴미미,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17550,마포상회,종합소매,서울특별시,종로구,창신1동,서울특별시 종로구 창신동 436-65번지 ,"서울특별시 종로구 청계천로 319, (창신동)",3,127.0133522,37.57009594
17551,RockERS,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-51번지 ,"서울특별시 중구 마장로1가길 17, (신당동)",3,127.0132217,37.56883338
17552,작은아씨들,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17553,파로미,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17554,앙젤,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 775번지 ,"서울특별시 중구 마장로 13, (신당동)",3,127.0113809,37.56850262
17555,얀2,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 775번지 ,"서울특별시 중구 마장로 13, (신당동)",,127.0113809,37.56850262
17556,시프트,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 772번지 ,"서울특별시 중구 장충단로 282-10, (신당동)",1,127.0108175,37.56916467
17557,루루,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 31-11번지 ,"서울특별시 중구 남대문시장8길 14, (남창동)",,126.9784103,37.55990529
17558,다솔,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",2,126.9776392,37.55917778
17559,청,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
17560,헤르지오,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-48번지 ,"서울특별시 중구 청계천로 274, (을지로6가)",,127.0080294,37.5694206
17561,라바,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17562,슈프림스,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
17563,아림,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17564,와우,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 49-1번지 ,"서울특별시 중구 남대문시장4길 21, (남창동)",1,126.9776392,37.55917778
17565,W&Q,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 217-92번지 ,"서울특별시 중구 청계천로 318, (신당동)",3,127.0137582,37.56935146
17566,다인,종합소매,서울특별시,중구,광희동,서울특별시 중구 을지로6가 17-48번지 ,"서울특별시 중구 청계천로 274, (을지로6가)",,127.0080294,37.5694206
17567,남부상회,종합소매,서울특별시,중구,광희동,서울특별시 중구 오장동 14-9번지 ,"서울특별시 중구 을지로30길 47, (오장동)",1,126.9991116,37.56501131
17568,COLOR&STYLE,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17569,디제이,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 217-92번지 ,"서울특별시 중구 청계천로 318, (신당동)",3,127.0137582,37.56935146
17570,동양공업사,종합소매,서울특별시,동작구,노량진1동,서울특별시 동작구 본동 384-5번지 ,"서울특별시 동작구 노량진로18길 19-1, (본동)",1,126.9509303,37.51214325
17571,아르떼,종합소매,서울특별시,중구,회현동,서울특별시 중구 남창동 52-2번지 ,"서울특별시 중구 남대문시장4길 28-9, (남창동)",1,126.9767511,37.55873759
17572,보금자리,종합소매,서울특별시,영등포구,신길3동,서울특별시 영등포구 신길동 254-1,서울특별시 영등포구 신길로 155,1,126.9103195,37.50613503
17573,아라상사,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
17574,마야,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 213-8번지 ,"서울특별시 중구 마장로1길 22, (신당동)",1,127.0127573,37.56885653
